01/21/2024 23:00 0.0
01/21/2024 23:05 0.0
01/21/2024 23:10 0.0
01/21/2024 23:15 0.01
01/21/2024 23:20 0.01
01/21/2024 23:25 0.02
01/21/2024 23:30 0.03
01/21/2024 23:31 0.0
01/21/2024 23:32 0.0
01/21/2024 23:33 0.0
01/21/2024 23:34 0.0
01/21/2024 23:35 0.05
01/21/2024 23:36 0.0
01/21/2024 23:37 0.0
01/21/2024 23:38 0.0
01/21/2024 23:39 0.0
01/21/2024 23:40 0.02
01/21/2024 23:41 0.0
01/21/2024 23:42 0.0
01/21/2024 23:43 0.0
01/21/2024 23:44 0.0
01/21/2024 23:45 0.13
01/21/2024 23:46 0.0
01/21/2024 23:47 0.0
01/21/2024 23:48 0.0
01/21/2024 23:49 0.0
01/21/2024 23:50 0.13
01/21/2024 23:51 0.0
01/21/2024 23:52 0.0
01/21/2024 23:53 0.0
01/21/2024 23:54 0.0
01/21/2024 23:55 0.17
01/21/2024 23:56 0.0
01/21/2024 23:57 0.0
01/21/2024 23:58 0.0
01/21/2024 23:59 0.0
01/22/2024 00:00 0.12
01/22/2024 00:01 0.0
01/22/2024 00:02 0.0
01/22/2024 00:03 0.0
01/22/2024 00:04 0.0
01/22/2024 00:05 0.09
01/22/2024 00:06 0.0
01/22/2024 00:07 0.0
01/22/2024 00:08 0.0
01/22/2024 00:09 0.0
01/22/2024 00:10 0.05
01/22/2024 00:11 0.0
01/22/2024 00:12 0.0
01/22/2024 00:13 0.0
01/22/2024 00:14 0.0
01/22/2024 00:15 0.05
01/22/2024 00:16 0.0
01/22/2024 00:17 0.0
01/22/2024 00:18 0.0
01/22/2024 00:19 0.0
01/22/2024 00:20 0.07
01/22/2024 00:21 0.0
01/22/2024 00:22 0.0
01/22/2024 00:23 0.0
01/22/2024 00:24 0.0
01/22/2024 00:25 0.1
01/22/2024 00:26 0.0
01/22/2024 00:27 0.0
01/22/2024 00:28 0.0
01/22/2024 00:29 0.0
01/22/2024 00:30 0.18
01/22/2024 00:31 0.0
01/22/2024 00:32 0.0
01/22/2024 00:33 0.0
01/22/2024 00:34 0.0
01/22/2024 00:35 0.08
01/22/2024 00:36 0.0
01/22/2024 00:37 0.0
01/22/2024 00:38 0.0
01/22/2024 00:39 0.0
01/22/2024 00:40 0.1
01/22/2024 00:41 0.0
01/22/2024 00:42 0.0
01/22/2024 00:43 0.0
01/22/2024 00:44 0.0
01/22/2024 00:45 0.09
01/22/2024 00:46 0.0
01/22/2024 00:47 0.0
01/22/2024 00:48 0.0
01/22/2024 00:49 0.0
01/22/2024 00:50 0.12
01/22/2024 00:51 0.0
01/22/2024 00:52 0.0
01/22/2024 00:53 0.0
01/22/2024 00:54 0.0
01/22/2024 00:55 0.12
01/22/2024 00:56 0.0
01/22/2024 00:57 0.0
01/22/2024 00:58 0.0
01/22/2024 00:59 0.0
01/22/2024 01:00 0.06
01/22/2024 01:01 0.0
01/22/2024 01:02 0.0
01/22/2024 01:03 0.0
01/22/2024 01:04 0.0
01/22/2024 01:05 0.03
01/22/2024 01:06 0.0
01/22/2024 01:07 0.0
01/22/2024 01:08 0.0
01/22/2024 01:09 0.0
01/22/2024 01:10 0.04
01/22/2024 01:11 0.0
01/22/2024 01:12 0.0
01/22/2024 01:13 0.0
01/22/2024 01:14 0.0
01/22/2024 01:15 0.08
01/22/2024 01:16 0.0
01/22/2024 01:17 0.0
01/22/2024 01:18 0.0
01/22/2024 01:19 0.0
01/22/2024 01:20 0.08
01/22/2024 01:21 0.0
01/22/2024 01:22 0.0
01/22/2024 01:23 0.0
01/22/2024 01:24 0.0
01/22/2024 01:25 0.07
01/22/2024 01:26 0.0
01/22/2024 01:27 0.0
01/22/2024 01:28 0.0
01/22/2024 01:29 0.0
01/22/2024 01:30 0.03
01/22/2024 01:31 0.0
01/22/2024 01:32 0.0
01/22/2024 01:33 0.0
01/22/2024 01:34 0.0
01/22/2024 01:35 0.02
01/22/2024 01:36 0.0
01/22/2024 01:37 0.0
01/22/2024 01:38 0.0
01/22/2024 01:39 0.0
01/22/2024 01:40 0.0
01/22/2024 01:41 0.0
01/22/2024 01:42 0.0
01/22/2024 01:43 0.0
01/22/2024 01:44 0.0
01/22/2024 01:45 0.0
01/22/2024 01:46 0.0
01/22/2024 01:47 0.0
01/22/2024 01:48 0.0
01/22/2024 01:49 0.0
01/22/2024 01:50 0.0
01/22/2024 01:51 0.0
01/22/2024 01:52 0.0
01/22/2024 01:53 0.0
01/22/2024 01:54 0.0
01/22/2024 01:55 0.0
01/22/2024 01:56 0.0
01/22/2024 01:57 0.0
01/22/2024 01:58 0.0
01/22/2024 01:59 0.0
01/22/2024 02:00 0.01
01/22/2024 02:01 0.0
01/22/2024 02:02 0.0
01/22/2024 02:03 0.0
01/22/2024 02:04 0.0
01/22/2024 02:05 0.0
01/22/2024 02:06 0.0
01/22/2024 02:07 0.0
01/22/2024 02:08 0.0
01/22/2024 02:09 0.0
01/22/2024 02:10 0.0
01/22/2024 02:11 0.0
01/22/2024 02:12 0.0
01/22/2024 02:13 0.0
01/22/2024 02:14 0.0
01/22/2024 02:15 0.01
01/22/2024 02:16 0.0
01/22/2024 02:17 0.0
01/22/2024 02:18 0.0
01/22/2024 02:19 0.0
01/22/2024 02:20 0.0
01/22/2024 02:21 0.0
01/22/2024 02:22 0.0
01/22/2024 02:23 0.0
01/22/2024 02:24 0.0
01/22/2024 02:25 0.01
01/22/2024 02:26 0.0
01/22/2024 02:27 0.0
01/22/2024 02:28 0.0
01/22/2024 02:29 0.0
01/22/2024 02:30 0.01
01/22/2024 02:31 0.0
01/22/2024 02:32 0.0
01/22/2024 02:33 0.0
01/22/2024 02:34 0.0
01/22/2024 02:35 0.02
01/22/2024 02:36 0.0
01/22/2024 02:37 0.0
01/22/2024 02:38 0.0
01/22/2024 02:39 0.0
01/22/2024 02:40 0.01
01/22/2024 02:41 0.0
01/22/2024 02:42 0.0
01/22/2024 02:43 0.0
01/22/2024 02:44 0.0
01/22/2024 02:45 0.01
01/22/2024 02:46 0.0
01/22/2024 02:47 0.0
01/22/2024 02:48 0.0
01/22/2024 02:49 0.0
01/22/2024 02:50 0.01
01/22/2024 02:51 0.0
01/22/2024 02:52 0.0
01/22/2024 02:53 0.0
01/22/2024 02:54 0.0
01/22/2024 02:55 0.0
